version,id,userid,queryname,text,mp3Link,answertime
posterVer,131,A2T007HZK66WM,movieComedy,airplane,file:///Users/cathy/Projects/website1/voice/posterVer+movieComedy+A2T007HZK66WM.mp3,
posterVer,308,AZ5ZYUCAQ0XDL,movieComedy,airplane,file:///Users/cathy/Projects/website1/voice/posterVer+movieComedy+AZ5ZYUCAQ0XDL.mp3,
posterVer,370,A16SAB417Y96G4,movieComedy,airplane,file:///Users/cathy/Projects/website1/voice/posterVer+movieComedy+A16SAB417Y96G4.mp3,
posterVer,186,A3VHDQR8A9JJ4F,movieDisney,I'm looking for Disney movies,file:///Users/cathy/Projects/website1/voice/posterVer+movieDisney+A3VHDQR8A9JJ4F.mp3,
posterVer,191,A2FLOH4DM8A4ZS,movieDisney,I am looking for The Lion King,file:///Users/cathy/Projects/website1/voice/posterVer+movieDisney+A2FLOH4DM8A4ZS.mp3,
posterVer,211,A1F1BIPJR11LSR,movieDisney,I'm looking for Disney movies,file:///Users/cathy/Projects/website1/voice/posterVer+movieDisney+A1F1BIPJR11LSR.mp3,
posterVer,228,AY6FIVEJJAWMK,movieDisney,I'm looking for animated Disney films,file:///Users/cathy/Projects/website1/voice/posterVer+movieDisney+AY6FIVEJJAWMK.mp3,
posterVer,304,A2Q1BZPQ1BFPSM,movieDisney,I mean Disney movies,file:///Users/cathy/Projects/website1/voice/posterVer+movieDisney+A2Q1BZPQ1BFPSM.mp3,
posterVer,264,A96JK3576FXG5,movieDisney,Frozen,file:///Users/cathy/Projects/website1/voice/posterVer+movieDisney+A96JK3576FXG5.mp3,
posterVer,265,A320QA9HJFUOZO,movieDisney,I'm looking to watch the movie Frozen,file:///Users/cathy/Projects/website1/voice/posterVer+movieDisney+A320QA9HJFUOZO.mp3,
posterVer,285,A9KQQ8FTBHIO0,movieDisney,Disney cartoons from the 80s,file:///Users/cathy/Projects/website1/voice/posterVer+movieDisney+A9KQQ8FTBHIO0.mp3,
posterVer,417,A9HQ3E0F2AGVO,movieDisney,I want to watch a Disney kids movie,file:///Users/cathy/Projects/website1/voice/posterVer+movieDisney+A9HQ3E0F2AGVO.mp3,
posterVer,459,A2M3KQ9CKP7YW,movieDisney,which of these movies teaches the child the best lesson,file:///Users/cathy/Projects/website1/voice/posterVer+movieDisney+A2M3KQ9CKP7YW.mp3,
posterVer,267,A96JK3576FXG5,movieFemale,the braids,file:///Users/cathy/Projects/website1/voice/posterVer+movieFemale+A96JK3576FXG5.mp3,
posterVer,266,A320QA9HJFUOZO,movieFemale,I want to watch the bride,file:///Users/cathy/Projects/website1/voice/posterVer+movieFemale+A320QA9HJFUOZO.mp3,
posterVer,287,A9KQQ8FTBHIO0,movieFemale,I'm looking for an action movie about a superhero starring gal Godot,file:///Users/cathy/Projects/website1/voice/posterVer+movieFemale+A9KQQ8FTBHIO0.mp3,
posterVer,355,A1SLJKNSNHOJRN,movieFemale,can you find me Wonder Woman directed by Patty Jenkins from 2017,file:///Users/cathy/Projects/website1/voice/posterVer+movieFemale+A1SLJKNSNHOJRN.mp3,
posterVer,464,A2M3KQ9CKP7YW,movieFemale,which one of these movies has the most suspenseful,file:///Users/cathy/Projects/website1/voice/posterVer+movieFemale+A2M3KQ9CKP7YW.mp3,
posterVer,219,AY6FIVEJJAWMK,movieHepburn,I'm looking for old romantic movies,file:///Users/cathy/Projects/website1/voice/posterVer+movieHepburn+AY6FIVEJJAWMK.mp3,
posterVer,173,A3VHDQR8A9JJ4F,movieHepburn,I'm trying to find a movie with Audrey Hepburn can you help me,file:///Users/cathy/Projects/website1/voice/posterVer+movieHepburn+A3VHDQR8A9JJ4F.mp3,
posterVer,276,A9KQQ8FTBHIO0,movieHepburn,for an Audrey Hepburn and Gregory Peck movie,file:///Users/cathy/Projects/website1/voice/posterVer+movieHepburn+A9KQQ8FTBHIO0.mp3,
posterVer,347,A1SLJKNSNHOJRN,movieHepburn,I'm looking for Breakfast at Tiffany's starring Audrey Hepburn,file:///Users/cathy/Projects/website1/voice/posterVer+movieHepburn+A1SLJKNSNHOJRN.mp3,
posterVer,480,ADR2ZTYUVBADU,movieHepburn,song,file:///Users/cathy/Projects/website1/voice/posterVer+movieHepburn+ADR2ZTYUVBADU.mp3,
posterVer,185,A3VHDQR8A9JJ4F,movieIndia,I'm looking for Indian movies,file:///Users/cathy/Projects/website1/voice/posterVer+movieIndia+A3VHDQR8A9JJ4F.mp3,
posterVer,224,AY6FIVEJJAWMK,movieIndia,I'm looking for movies made in India looking for comedies Made in India,file:///Users/cathy/Projects/website1/voice/posterVer+movieIndia+AY6FIVEJJAWMK.mp3,
posterVer,263,A320QA9HJFUOZO,movieIndia,I want to watch the movie 3 Idiots,file:///Users/cathy/Projects/website1/voice/posterVer+movieIndia+A320QA9HJFUOZO.mp3,
posterVer,280,A9KQQ8FTBHIO0,movieIndia,Hindi drama movie starting starring Nargis,file:///Users/cathy/Projects/website1/voice/posterVer+movieIndia+A9KQQ8FTBHIO0.mp3,
posterVer,302,A2Q1BZPQ1BFPSM,movieIndia,find movies about India,file:///Users/cathy/Projects/website1/voice/posterVer+movieIndia+A2Q1BZPQ1BFPSM.mp3,
posterVer,368,A16SAB417Y96G4,movieIndia,Mother India,file:///Users/cathy/Projects/website1/voice/posterVer+movieIndia+A16SAB417Y96G4.mp3,
posterVer,165,A27NY1OB36GONQ,movieJapanAnimeampOthers,us name,file:///Users/cathy/Projects/website1/voice/posterVer+movieJapanAnimeampOthers+A27NY1OB36GONQ.mp3,
posterVer,205,A2FLOH4DM8A4ZS,movieJapanAnimeampOthers,I want to watch Spirited Away,file:///Users/cathy/Projects/website1/voice/posterVer+movieJapanAnimeampOthers+A2FLOH4DM8A4ZS.mp3,
posterVer,163,A27NY1OB36GONQ,movieJapanAnimeampOthers,,file:///Users/cathy/Projects/website1/voice/posterVer+movieJapanAnimeampOthers+A27NY1OB36GONQ.mp3,
posterVer,225,A1F1BIPJR11LSR,movieJapanAnimeampOthers,I'm looking for movies in Japanese,file:///Users/cathy/Projects/website1/voice/posterVer+movieJapanAnimeampOthers+A1F1BIPJR11LSR.mp3,
posterVer,236,A2E3TO92MCQ9XU,movieJapanAnimeampOthers,I'm looking for Studio Ghibli movies,file:///Users/cathy/Projects/website1/voice/posterVer+movieJapanAnimeampOthers+A2E3TO92MCQ9XU.mp3,
posterVer,247,AY6FIVEJJAWMK,movieJapanAnimeampOthers,I'm looking for Japanese animated movies,file:///Users/cathy/Projects/website1/voice/posterVer+movieJapanAnimeampOthers+AY6FIVEJJAWMK.mp3,
posterVer,272,A96JK3576FXG5,movieJapanAnimeampOthers,Toy Story,file:///Users/cathy/Projects/website1/voice/posterVer+movieJapanAnimeampOthers+A96JK3576FXG5.mp3,
posterVer,293,A9KQQ8FTBHIO0,movieJapanAnimeampOthers,I'm looking for a Studio Ghibli anime from the early 2000s,file:///Users/cathy/Projects/website1/voice/posterVer+movieJapanAnimeampOthers+A9KQQ8FTBHIO0.mp3,
posterVer,319,AZ5ZYUCAQ0XDL,movieJapanAnimeampOthers,Summer Wars,file:///Users/cathy/Projects/website1/voice/posterVer+movieJapanAnimeampOthers+AZ5ZYUCAQ0XDL.mp3,
posterVer,322,A2Q1BZPQ1BFPSM,movieJapanAnimeampOthers,find movies in another language,file:///Users/cathy/Projects/website1/voice/posterVer+movieJapanAnimeampOthers+A2Q1BZPQ1BFPSM.mp3,
posterVer,402,A1FS8SBR4SDWYG,movieJapanAnimeampOthers,I like to watch your name,file:///Users/cathy/Projects/website1/voice/posterVer+movieJapanAnimeampOthers+A1FS8SBR4SDWYG.mp3,
posterVer,369,A1SLJKNSNHOJRN,movieJapanAnimeampOthers,looking for the movie Spirited Away animation movie by Hayao Miyazaki,file:///Users/cathy/Projects/website1/voice/posterVer+movieJapanAnimeampOthers+A1SLJKNSNHOJRN.mp3,
posterVer,378,A16SAB417Y96G4,movieJapanAnimeampOthers,your name,file:///Users/cathy/Projects/website1/voice/posterVer+movieJapanAnimeampOthers+A16SAB417Y96G4.mp3,
posterVer,383,A1GTYHV8OYQQLV,movieJapanAnimeampOthers,find kids movies,file:///Users/cathy/Projects/website1/voice/posterVer+movieJapanAnimeampOthers+A1GTYHV8OYQQLV.mp3,
posterVer,426,A9HQ3E0F2AGVO,movieJapanAnimeampOthers,I'd like to watch a Japanese kids movie,file:///Users/cathy/Projects/website1/voice/posterVer+movieJapanAnimeampOthers+A9HQ3E0F2AGVO.mp3,
posterVer,448,AT6LDQNLKTUSE,movieJapanAnimeampOthers,I'm looking for Japanese animated movies,file:///Users/cathy/Projects/website1/voice/posterVer+movieJapanAnimeampOthers+AT6LDQNLKTUSE.mp3,
posterVer,454,A1B76WYZ47BQJ,movieJapanAnimeampOthers,Kung Fu Panda,file:///Users/cathy/Projects/website1/voice/posterVer+movieJapanAnimeampOthers+A1B76WYZ47BQJ.mp3,
posterVer,468,A2M3KQ9CKP7YW,movieJapanAnimeampOthers,which movie will teach a child the best lesson,file:///Users/cathy/Projects/website1/voice/posterVer+movieJapanAnimeampOthers+A2M3KQ9CKP7YW.mp3,
posterVer,133,A27NY1OB36GONQ,movieJennifer Lawrence,,file:///Users/cathy/Projects/website1/voice/posterVer+movieJennifer Lawrence+A27NY1OB36GONQ.mp3,
posterVer,134,A27NY1OB36GONQ,movieJennifer Lawrence,,file:///Users/cathy/Projects/website1/voice/posterVer+movieJennifer Lawrence+A27NY1OB36GONQ.mp3,
posterVer,136,A27NY1OB36GONQ,movieJennifer Lawrence,,file:///Users/cathy/Projects/website1/voice/posterVer+movieJennifer Lawrence+A27NY1OB36GONQ.mp3,
posterVer,137,A27NY1OB36GONQ,movieJennifer Lawrence,,file:///Users/cathy/Projects/website1/voice/posterVer+movieJennifer Lawrence+A27NY1OB36GONQ.mp3,
posterVer,138,A27NY1OB36GONQ,movieJennifer Lawrence,,file:///Users/cathy/Projects/website1/voice/posterVer+movieJennifer Lawrence+A27NY1OB36GONQ.mp3,
posterVer,141,A27NY1OB36GONQ,movieJennifer Lawrence,next battle,file:///Users/cathy/Projects/website1/voice/posterVer+movieJennifer Lawrence+A27NY1OB36GONQ.mp3,
posterVer,206,A1F1BIPJR11LSR,movieJennifer Lawrence,I'm looking for movies with Jennifer Lawrence in it,file:///Users/cathy/Projects/website1/voice/posterVer+movieJennifer Lawrence+A1F1BIPJR11LSR.mp3,
posterVer,217,A2E3TO92MCQ9XU,movieJennifer Lawrence,I'm looking for a movie with a female lead,file:///Users/cathy/Projects/website1/voice/posterVer+movieJennifer Lawrence+A2E3TO92MCQ9XU.mp3,
posterVer,188,A2FLOH4DM8A4ZS,movieJennifer Lawrence,show me the Hunger Games,file:///Users/cathy/Projects/website1/voice/posterVer+movieJennifer Lawrence+A2FLOH4DM8A4ZS.mp3,
posterVer,256,A96JK3576FXG5,movieJennifer Lawrence,The Hunger Games 2012,file:///Users/cathy/Projects/website1/voice/posterVer+movieJennifer Lawrence+A96JK3576FXG5.mp3,
posterVer,348,A1GTYHV8OYQQLV,movieJennifer Lawrence,the last president movie,file:///Users/cathy/Projects/website1/voice/posterVer+movieJennifer Lawrence+A1GTYHV8OYQQLV.mp3,
posterVer,395,A1FS8SBR4SDWYG,movieJennifer Lawrence,I'm looking for the most recent Jennifer Lawrence movie,file:///Users/cathy/Projects/website1/voice/posterVer+movieJennifer Lawrence+A1FS8SBR4SDWYG.mp3,
posterVer,430,AT6LDQNLKTUSE,movieJennifer Lawrence,I'm looking for The Hunger Games,file:///Users/cathy/Projects/website1/voice/posterVer+movieJennifer Lawrence+AT6LDQNLKTUSE.mp3,
posterVer,435,A1B76WYZ47BQJ,movieJennifer Lawrence,I am looking for the red Sparrow movie 2018,file:///Users/cathy/Projects/website1/voice/posterVer+movieJennifer Lawrence+A1B76WYZ47BQJ.mp3,
posterVer,126,A2T007HZK66WM,movieLeonardo DiCaprio,ipanic,file:///Users/cathy/Projects/website1/voice/posterVer+movieLeonardo DiCaprio+A2T007HZK66WM.mp3,
posterVer,159,A27ZE20JZ3VDUP,movieLeonardo DiCaprio,Titanic,file:///Users/cathy/Projects/website1/voice/posterVer+movieLeonardo DiCaprio+A27ZE20JZ3VDUP.mp3,
posterVer,260,A320QA9HJFUOZO,movieLeonardo DiCaprio,I'm looking for the movie Titanic,file:///Users/cathy/Projects/website1/voice/posterVer+movieLeonardo DiCaprio+A320QA9HJFUOZO.mp3,
posterVer,290,A2Q1BZPQ1BFPSM,movieLeonardo DiCaprio,find movies starring Leonardo DiCaprio,file:///Users/cathy/Projects/website1/voice/posterVer+movieLeonardo DiCaprio+A2Q1BZPQ1BFPSM.mp3,
posterVer,303,AZ5ZYUCAQ0XDL,movieLeonardo DiCaprio,The Aviator,file:///Users/cathy/Projects/website1/voice/posterVer+movieLeonardo DiCaprio+AZ5ZYUCAQ0XDL.mp3,
posterVer,333,A89R5XGMHOTJE,movieLeonardo DiCaprio,I would like to find movies by the actor Leonardo DiCaprio,file:///Users/cathy/Projects/website1/voice/posterVer+movieLeonardo DiCaprio+A89R5XGMHOTJE.mp3,
posterVer,365,A16SAB417Y96G4,movieLeonardo DiCaprio,Aviator,file:///Users/cathy/Projects/website1/voice/posterVer+movieLeonardo DiCaprio+A16SAB417Y96G4.mp3,
posterVer,414,A9HQ3E0F2AGVO,movieLeonardo DiCaprio,I want to watch a Leonardo DiCaprio movie,file:///Users/cathy/Projects/website1/voice/posterVer+movieLeonardo DiCaprio+A9HQ3E0F2AGVO.mp3,
posterVer,441,A2M3KQ9CKP7YW,movieLeonardo DiCaprio,which of these movies won the most Oscars,file:///Users/cathy/Projects/website1/voice/posterVer+movieLeonardo DiCaprio+A2M3KQ9CKP7YW.mp3,
posterVer,130,A2T007HZK66WM,movieMexico,II,file:///Users/cathy/Projects/website1/voice/posterVer+movieMexico+A2T007HZK66WM.mp3,
posterVer,306,AZ5ZYUCAQ0XDL,movieMexico,the Mexican,file:///Users/cathy/Projects/website1/voice/posterVer+movieMexico+AZ5ZYUCAQ0XDL.mp3,
posterVer,351,A1SLJKNSNHOJRN,movieMexico,I'm looking for the Mexican starring Brad Pitt and Julia Roberts directed by Gore verbinski,file:///Users/cathy/Projects/website1/voice/posterVer+movieMexico+A1SLJKNSNHOJRN.mp3,
posterVer,451,A2M3KQ9CKP7YW,movieMexico,which of these movies are the is the easiest to understand,file:///Users/cathy/Projects/website1/voice/posterVer+movieMexico+A2M3KQ9CKP7YW.mp3,
posterVer,143,A27NY1OB36GONQ,movieMiyazaki,My Neighbor Totoro,file:///Users/cathy/Projects/website1/voice/posterVer+movieMiyazaki+A27NY1OB36GONQ.mp3,
posterVer,209,A1F1BIPJR11LSR,movieMiyazaki,I'm looking for movies directed by Hayao Miyazaki,file:///Users/cathy/Projects/website1/voice/posterVer+movieMiyazaki+A1F1BIPJR11LSR.mp3,
posterVer,220,A2E3TO92MCQ9XU,movieMiyazaki,I'm looking for movies from Studio Ghibli,file:///Users/cathy/Projects/website1/voice/posterVer+movieMiyazaki+A2E3TO92MCQ9XU.mp3,
posterVer,189,A2FLOH4DM8A4ZS,movieMiyazaki,give me information on Spirited Away,file:///Users/cathy/Projects/website1/voice/posterVer+movieMiyazaki+A2FLOH4DM8A4ZS.mp3,
posterVer,258,A96JK3576FXG5,movieMiyazaki,picture of a,file:///Users/cathy/Projects/website1/voice/posterVer+movieMiyazaki+A96JK3576FXG5.mp3,
posterVer,350,A1GTYHV8OYQQLV,movieMiyazaki,find movie Spirited Away,file:///Users/cathy/Projects/website1/voice/posterVer+movieMiyazaki+A1GTYHV8OYQQLV.mp3,
posterVer,396,A1FS8SBR4SDWYG,movieMiyazaki,I'm looking for my name for Spirited Away,file:///Users/cathy/Projects/website1/voice/posterVer+movieMiyazaki+A1FS8SBR4SDWYG.mp3,
posterVer,415,A9HQ3E0F2AGVO,movieMiyazaki,I'd like to watch an anime film,file:///Users/cathy/Projects/website1/voice/posterVer+movieMiyazaki+A9HQ3E0F2AGVO.mp3,
posterVer,431,AT6LDQNLKTUSE,movieMiyazaki,,file:///Users/cathy/Projects/website1/voice/posterVer+movieMiyazaki+AT6LDQNLKTUSE.mp3,
posterVer,208,A2FLOH4DM8A4ZS,movieOld,I'm looking for family movies,file:///Users/cathy/Projects/website1/voice/posterVer+movieOld+A2FLOH4DM8A4ZS.mp3,
posterVer,231,A1F1BIPJR11LSR,movieOld,I'm looking for a classic movies,file:///Users/cathy/Projects/website1/voice/posterVer+movieOld+A1F1BIPJR11LSR.mp3,
posterVer,241,A2E3TO92MCQ9XU,movieOld,I'm looking for classic movie several decades old,file:///Users/cathy/Projects/website1/voice/posterVer+movieOld+A2E3TO92MCQ9XU.mp3,
posterVer,246,AY6FIVEJJAWMK,movieOld,I'm looking for movies made in the late thirties and early forties,file:///Users/cathy/Projects/website1/voice/posterVer+movieOld+AY6FIVEJJAWMK.mp3,
posterVer,278,A96JK3576FXG5,movieOld,mother,file:///Users/cathy/Projects/website1/voice/posterVer+movieOld+A96JK3576FXG5.mp3,
posterVer,292,A9KQQ8FTBHIO0,movieOld,I'm looking for some stylistic pieces from the 30s and 40s,file:///Users/cathy/Projects/website1/voice/posterVer+movieOld+A9KQQ8FTBHIO0.mp3,
posterVer,326,A2Q1BZPQ1BFPSM,movieOld,find older movies,file:///Users/cathy/Projects/website1/voice/posterVer+movieOld+A2Q1BZPQ1BFPSM.mp3,
posterVer,318,AZ5ZYUCAQ0XDL,movieOld,Snow White,file:///Users/cathy/Projects/website1/voice/posterVer+movieOld+AZ5ZYUCAQ0XDL.mp3,
posterVer,366,A1SLJKNSNHOJRN,movieOld,looking for the classic 1942 Casablanca,file:///Users/cathy/Projects/website1/voice/posterVer+movieOld+A1SLJKNSNHOJRN.mp3,
posterVer,404,A1FS8SBR4SDWYG,movieOld,I like to watch the old Wizard of Oz,file:///Users/cathy/Projects/website1/voice/posterVer+movieOld+A1FS8SBR4SDWYG.mp3,
posterVer,377,A16SAB417Y96G4,movieOld,Wizard of Oz,file:///Users/cathy/Projects/website1/voice/posterVer+movieOld+A16SAB417Y96G4.mp3,
posterVer,385,A1GTYHV8OYQQLV,movieOld,find classic movies,file:///Users/cathy/Projects/website1/voice/posterVer+movieOld+A1GTYHV8OYQQLV.mp3,
posterVer,424,A9HQ3E0F2AGVO,movieOld,I'd like to watch a classic,file:///Users/cathy/Projects/website1/voice/posterVer+movieOld+A9HQ3E0F2AGVO.mp3,
posterVer,457,A1B76WYZ47BQJ,movieOld,Citizen Kane,file:///Users/cathy/Projects/website1/voice/posterVer+movieOld+A1B76WYZ47BQJ.mp3,
posterVer,467,A2M3KQ9CKP7YW,movieOld,what was the overall rating of Citizen Kane and how much does it cost,file:///Users/cathy/Projects/website1/voice/posterVer+movieOld+A2M3KQ9CKP7YW.mp3,
posterVer,453,AT6LDQNLKTUSE,movieOld,I'm looking for classic movies,file:///Users/cathy/Projects/website1/voice/posterVer+movieOld+AT6LDQNLKTUSE.mp3,
posterVer,240,A1F1BIPJR11LSR,movieopen Question ,looking for an animated movie with talking animals,file:///Users/cathy/Projects/website1/voice/posterVer+movieopen Question +A1F1BIPJR11LSR.mp3,
posterVer,245,A2E3TO92MCQ9XU,movieopen Question ,I'm looking for a highly rated movie made in the Soviet Union,file:///Users/cathy/Projects/website1/voice/posterVer+movieopen Question +A2E3TO92MCQ9XU.mp3,
posterVer,250,AY6FIVEJJAWMK,movieopen Question ,I'm looking for a superhero movie,file:///Users/cathy/Projects/website1/voice/posterVer+movieopen Question +AY6FIVEJJAWMK.mp3,
posterVer,283,A96JK3576FXG5,movieopen Question ,Papa,file:///Users/cathy/Projects/website1/voice/posterVer+movieopen Question +A96JK3576FXG5.mp3,
posterVer,298,A9KQQ8FTBHIO0,movieopen Question ,I want to find a fun action movie that has super powers in it,file:///Users/cathy/Projects/website1/voice/posterVer+movieopen Question +A9KQQ8FTBHIO0.mp3,
posterVer,324,AZ5ZYUCAQ0XDL,movieopen Question ,I'm looking for the most popular movie,file:///Users/cathy/Projects/website1/voice/posterVer+movieopen Question +AZ5ZYUCAQ0XDL.mp3,
posterVer,330,A2Q1BZPQ1BFPSM,movieopen Question ,find me a good comedy movie,file:///Users/cathy/Projects/website1/voice/posterVer+movieopen Question +A2Q1BZPQ1BFPSM.mp3,
posterVer,382,A16SAB417Y96G4,movieopen Question ,Romance movie,file:///Users/cathy/Projects/website1/voice/posterVer+movieopen Question +A16SAB417Y96G4.mp3,
posterVer,389,A1GTYHV8OYQQLV,movieopen Question ,recommend a movie starring Ben Affleck,file:///Users/cathy/Projects/website1/voice/posterVer+movieopen Question +A1GTYHV8OYQQLV.mp3,
posterVer,407,A1FS8SBR4SDWYG,movieopen Question ,I'd like to watch a scary movie,file:///Users/cathy/Projects/website1/voice/posterVer+movieopen Question +A1FS8SBR4SDWYG.mp3,
posterVer,438,A9HQ3E0F2AGVO,movieopen Question ,I'd like to watch a movie in Spanish,file:///Users/cathy/Projects/website1/voice/posterVer+movieopen Question +A9HQ3E0F2AGVO.mp3,
posterVer,463,A1B76WYZ47BQJ,movieopen Question ,I like to see comedy,file:///Users/cathy/Projects/website1/voice/posterVer+movieopen Question +A1B76WYZ47BQJ.mp3,
posterVer,460,AT6LDQNLKTUSE,movieopen Question ,help me pick a good movie to watch,file:///Users/cathy/Projects/website1/voice/posterVer+movieopen Question +AT6LDQNLKTUSE.mp3,
posterVer,472,A2M3KQ9CKP7YW,movieopen Question ,I like Mysteries do you have any Mysteries that that have top-rating actress top-rated actress,file:///Users/cathy/Projects/website1/voice/posterVer+movieopen Question +A2M3KQ9CKP7YW.mp3,
easyVer,71,A2B6WQG0A9CKXQ,movieopen Question ,I'm in the mood for. Peace can you give me Annabelle movie,file:///Users/cathy/Projects/website1/voice/easyVer+movieopen Question +A2B6WQG0A9CKXQ.mp3,
easyVer,79,A31X9CV1UWZV8Z,movieopen Question ,I want to watch a newly released comedy,file:///Users/cathy/Projects/website1/voice/easyVer+movieopen Question +A31X9CV1UWZV8Z.mp3,
easyVer,90,AFU00NU09CFXE,movieopen Question ,I'm in the mood for like a crime Thriller something with me please investigations but I think I've seen everything what are some less no movies you can tell me,file:///Users/cathy/Projects/website1/voice/easyVer+movieopen Question +AFU00NU09CFXE.mp3,
easyVer,112,A3UQM89QJ1V6M4,movieopen Question ,I would like to find a family movie,file:///Users/cathy/Projects/website1/voice/easyVer+movieopen Question +A3UQM89QJ1V6M4.mp3,
easyVer,125,AR8O1107OAW4V,movieopen Question ,play movie now,file:///Users/cathy/Projects/website1/voice/easyVer+movieopen Question +AR8O1107OAW4V.mp3,
easyVer,143,ACIZKR30ALBE5,movieopen Question ,Alexa can I please find a good slasher horror film from the 80s,file:///Users/cathy/Projects/website1/voice/easyVer+movieopen Question +ACIZKR30ALBE5.mp3,
easyVer,149,A3IYDY7TO808Z3,movieopen Question ,what movies are currently playing on the American Film Channel,file:///Users/cathy/Projects/website1/voice/easyVer+movieopen Question +A3IYDY7TO808Z3.mp3,
easyVer,161,A2KI7W45F6HRVY,movieopen Question ,can you help me find the movie that was made in Ireland,file:///Users/cathy/Projects/website1/voice/easyVer+movieopen Question +A2KI7W45F6HRVY.mp3,
easyVer,183,A23FMTVKQEYCMW,movieopen Question ,I would love to see the most popular comedy from 2017,file:///Users/cathy/Projects/website1/voice/easyVer+movieopen Question +A23FMTVKQEYCMW.mp3,
easyVer,186,A2E8RRV64NGTW4,movieopen Question ,I'm looking for a sci-fi film from the 90s any sci-fi film,file:///Users/cathy/Projects/website1/voice/easyVer+movieopen Question +A2E8RRV64NGTW4.mp3,
gameVer,221,A8CCJBJC0HPSA,movieopen Question ,what's the next movie I can catch,file:///Users/cathy/Projects/website1/voice/gameVer+movieopen Question +A8CCJBJC0HPSA+0.mp3,0
gameVer,228,A76YXASD7CTAH,movieopen Question ,give me a list of the four or five most popular movies this week,file:///Users/cathy/Projects/website1/voice/gameVer+movieopen Question +A76YXASD7CTAH+0.mp3,0
gameVer,227,A76YXASD7CTAH,movieopen Question ,,file:///Users/cathy/Projects/website1/voice/gameVer+movieopen Question +A76YXASD7CTAH+0.mp3,0
gameVer,303,A2RDAJ32TF20LF,movieopen Question ,NMB 1,file:///Users/cathy/Projects/website1/voice/gameVer+movieopen Question +A2RDAJ32TF20LF+0.mp3,0
gameVer,304,A96JK3576FXG5,movieopen Question ,,file:///Users/cathy/Projects/website1/voice/gameVer+movieopen Question +A96JK3576FXG5+0.mp3,0
gameVer,345,A15YYU3A3SW1T9,movieopen Question ,what is the most popular movie being watched today,file:///Users/cathy/Projects/website1/voice/gameVer+movieopen Question +A15YYU3A3SW1T9+0.mp3,0
gameVer,301,A96JK3576FXG5,movieopen Question ,,file:///Users/cathy/Projects/website1/voice/gameVer+movieopen Question +A96JK3576FXG5+0.mp3,0
gameVer,305,A96JK3576FXG5,movieopen Question ,Annabella,file:///Users/cathy/Projects/website1/voice/gameVer+movieopen Question +A96JK3576FXG5+0.mp3,0
gameVer,354,AJB8Q0859LFAC,movieopen Question ,what's a good movie with Nicolas Cage,file:///Users/cathy/Projects/website1/voice/gameVer+movieopen Question +AJB8Q0859LFAC+0.mp3,0
gameVer,456,A37EV8RZ82WT8E,movieopen Question ,I like something with some action in it,file:///Users/cathy/Projects/website1/voice/gameVer+movieopen Question +A37EV8RZ82WT8E+0.mp3,0
gameVer,505,A1KA64FR47O9FS,movieopen Question ,can I watch a movie that stars Tom Hardy,file:///Users/cathy/Projects/website1/voice/gameVer+movieopen Question +A1KA64FR47O9FS+0.mp3,0
gameVer,498,AKHH4W14A6AN9,movieopen Question ,I want to see an Adam Sandler movie,file:///Users/cathy/Projects/website1/voice/gameVer+movieopen Question +AKHH4W14A6AN9+0.mp3,0
posterVer,235,A1F1BIPJR11LSR,movieopen Question 1,I'm looking for a science fiction movie starring Keanu Reeves,file:///Users/cathy/Projects/website1/voice/posterVer+movieopen Question 1+A1F1BIPJR11LSR.mp3,
posterVer,242,A2E3TO92MCQ9XU,movieopen Question 1,I'm looking for a recent horror movie,file:///Users/cathy/Projects/website1/voice/posterVer+movieopen Question 1+A2E3TO92MCQ9XU.mp3,
posterVer,248,AY6FIVEJJAWMK,movieopen Question 1,I'm looking for a recent comedies,file:///Users/cathy/Projects/website1/voice/posterVer+movieopen Question 1+AY6FIVEJJAWMK.mp3,
posterVer,321,AZ5ZYUCAQ0XDL,movieopen Question 1,I am looking for an action and movie that came out in the past year,file:///Users/cathy/Projects/website1/voice/posterVer+movieopen Question 1+AZ5ZYUCAQ0XDL.mp3,
posterVer,279,A96JK3576FXG5,movieopen Question 1,Popcaan,file:///Users/cathy/Projects/website1/voice/posterVer+movieopen Question 1+A96JK3576FXG5.mp3,
posterVer,294,A9KQQ8FTBHIO0,movieopen Question 1,what to watch a movie about a superhero,file:///Users/cathy/Projects/website1/voice/posterVer+movieopen Question 1+A9KQQ8FTBHIO0.mp3,
posterVer,327,A2Q1BZPQ1BFPSM,movieopen Question 1,find a popular comedy,file:///Users/cathy/Projects/website1/voice/posterVer+movieopen Question 1+A2Q1BZPQ1BFPSM.mp3,
posterVer,380,A16SAB417Y96G4,movieopen Question 1,I want to watch a horror movie,file:///Users/cathy/Projects/website1/voice/posterVer+movieopen Question 1+A16SAB417Y96G4.mp3,
posterVer,405,A1FS8SBR4SDWYG,movieopen Question 1,I like to watch a new funny movie,file:///Users/cathy/Projects/website1/voice/posterVer+movieopen Question 1+A1FS8SBR4SDWYG.mp3,
posterVer,386,A1GTYHV8OYQQLV,movieopen Question 1,,file:///Users/cathy/Projects/website1/voice/posterVer+movieopen Question 1+A1GTYHV8OYQQLV.mp3,
posterVer,387,A1GTYHV8OYQQLV,movieopen Question 1,please recommend a romantic movie,file:///Users/cathy/Projects/website1/voice/posterVer+movieopen Question 1+A1GTYHV8OYQQLV.mp3,
